text,label
good quality but price high,1
money vest,0
best bass best sound quality but body quality is not very good overall good product,1
such a wonderful product amazing basssssss and clarity worth of 17k really superb battery backup is so good still i saw 5 movies and heard 100 plus songs battery still 90 i didnt charge since buy the product,2
just material avarage,1
poor one dont buy,0
does its job,2
good for youtube video recorder,2
go okk,1
greatmust buy good productbut ecom delivery boys behaviour is worst,1
nice one go for,2
excellent product but is very hard,1
worst experience cheap quality,0
i purchased this product by its brand but it is not upto the mark containers are loosecovers are not fitted with containers i have to hold it tight both the container and cover i didnt expect this with bajaj,1
its awesomebut battery is a downpoint,1
the tv is not switching on now just been a couple of months of use the installation procedure was alsonot up to the mark with a very poor response,0
if the water having tds more than 1000 then kent not giving warrenty on the consumable parts like ro uf sediment carbon etc but this things not mentioned in flipkart products description or in warrenty description flipkart should mention all the product description and warenty description properly bad experience from flipkart,0
very rubbish quality in this price,1
fully dangerous table also tumbling when touched why i am saying dangerous is because the hook where the legs should be attached are totally pointy,0
beware of the price listedi bought this dishwasher from flipkart for rs 37990 and then the installation staff charged me rs 7125 for consumables like salt detergent deodorant etcthe machine came with a pipe which does not fit the installation engineer comes with a bill of 580 for the pipethey force you to buy an electrical mcb switch costing 1320 and a stand 1430even though the advertised price is 37990 i ended up paying 45205 for the dishwasherkeep this in mind when buyin,1
i dont understand the scheme of extra warranty and the use of it otherwise laptop works great,2
